emp_no,first_name,last_name,birth_date,from_date,to_date,title
44540,Mingzeng,Sadowski,1965-01-16,1989-11-12,9999-01-01,Senior Engineer
44900,Mark,Schwaller,1965-01-05,1994-08-10,9999-01-01,Senior Staff
46000,Zhaofang,Penn,1965-01-26,1997-07-24,9999-01-01,Senior Staff
46328,Wuxu,Trogemann,1965-01-05,1997-01-27,9999-01-01,Senior Staff
46811,Junsik,Berendt,1965-01-10,1988-04-27,9999-01-01,Senior Engineer
46834,Tooru,Daescu,1965-01-22,1998-03-20,9999-01-01,Senior Staff
47016,Toong,Litecky,1965-01-03,1989-03-01,9999-01-01,Senior Staff
47515,Naraig,Jenevein,1965-01-26,1987-01-18,9999-01-01,Senior Engineer
47708,Edwin,Haldar,1965-01-05,1995-07-12,9999-01-01,Senior Staff
48882,Leen,Lamparter,1965-01-28,1993-06-07,9999-01-01,Senior Engineer
48904,Yuichiro,Malabarba,1965-01-23,1994-03-07,9999-01-01,Senior Staff
48947,Filipp,Akaboshi,1965-01-05,1992-05-20,9999-01-01,Senior Staff
49477,Baocai,Leaver,1965-01-14,1998-08-05,9999-01-01,Senior Staff
50311,Mooi,Stafford,1965-01-24,1996-10-06,9999-01-01,Senior Engineer
50670,Boguslaw,Snedden,1965-01-30,1985-02-20,9999-01-01,Senior Staff
51057,Theirry,Albarhamtoshy,1965-01-29,1991-09-27,9999-01-01,Senior Staff
51142,Rosine,Lakshmanan,1965-01-29,1986-01-31,9999-01-01,Senior Engineer
52038,Chikako,Armand,1965-01-13,1985-05-18,9999-01-01,Senior Engineer
52283,Trygve,Krupka,1965-01-20,1994-03-11,9999-01-01,Senior Staff
52386,Adas,Denti,1965-01-28,1986-05-30,9999-01-01,Senior Staff
52639,Arup,Colorni,1965-01-09,1996-02-05,9999-01-01,Senior Staff
52770,Shugo,Yurek,1965-01-31,1992-08-28,9999-01-01,Senior Staff
52970,Lobel,Werthner,1965-01-22,1988-03-17,9999-01-01,Senior Engineer
53499,Zdislav,Mandelberg,1965-01-20,1994-09-11,9999-01-01,Senior Engineer
53924,Arnould,Gaughan,1965-01-27,1991-01-23,9999-01-01,Senior Engineer
54632,Etsuo,Serot,1965-01-19,1989-06-14,9999-01-01,Senior Staff
55687,Shih,Lindqvist,1965-01-02,1995-03-29,9999-01-01,Senior Engineer
55799,Jianwen,Litzler,1965-01-23,1987-06-17,9999-01-01,Senior Engineer
55857,Adin,Scallan,1965-01-18,1987-09-15,9999-01-01,Senior Staff
56105,Makato,Remmers,1965-01-11,1989-04-16,9999-01-01,Senior Engineer
56209,Remzi,Douceur,1965-01-19,1992-12-01,9999-01-01,Senior Engineer
56415,Sigeru,Nivat,1965-01-30,1991-10-24,9999-01-01,Senior Staff
56428,Olivera,Hanabata,1965-01-27,1986-11-10,9999-01-01,Senior Staff
58147,Shigenori,Sullins,1965-01-09,1988-02-24,9999-01-01,Senior Staff
58819,Gennady,Liesche,1965-01-04,1987-12-02,9999-01-01,Senior Staff
60091,Surveyors,Bade,1965-02-01,1990-04-11,9999-01-01,Senior Staff
60821,Moty,Mersereau,1965-01-02,1991-09-03,9999-01-01,Senior Staff
60875,Rildo,Masaki,1965-01-21,1990-01-14,9999-01-01,Senior Engineer
60959,Tetsushi,Sridhar,1965-01-09,1989-10-19,9999-01-01,Senior Staff
63419,Hiroyasu,Seuren,1965-01-14,1989-03-05,9999-01-01,Senior Engineer
63566,Heekeun,Slaats,1965-01-31,1999-01-12,9999-01-01,Senior Staff
64023,Laurentiu,Benzmuller,1965-01-11,1999-11-08,9999-01-01,Senior Engineer
64209,Golgen,Schoegge,1965-01-24,1988-02-26,9999-01-01,Senior Staff
64487,Tsutomu,Rebaine,1965-01-27,1986-09-17,9999-01-01,Senior Engineer
64632,Zsolt,Brender,1965-01-07,1996-02-21,9999-01-01,Senior Staff
65539,Aksel,Picaronny,1965-01-23,1991-01-27,9999-01-01,Senior Engineer
65883,Patricia,Pepe,1965-01-07,1991-04-19,9999-01-01,Senior Staff
65998,Mandell,Alameldin,1965-01-09,1989-04-08,9999-01-01,Senior Staff
67320,Sadok,Lorys,1965-01-18,1987-05-10,9999-01-01,Senior Staff
68416,Munenori,Debuse,1965-01-27,1990-11-08,9999-01-01,Senior Engineer
68608,Yucai,Seghrouchni,1965-01-26,1989-06-09,9999-01-01,Senior Engineer
68633,Chinhyun,Rassart,1965-01-28,1993-07-29,9999-01-01,Senior Engineer
69052,Shietung,Shrader,1965-01-26,1995-08-05,9999-01-01,Senior Staff
69219,Shuky,Redmiles,1965-01-09,1994-11-19,9999-01-01,Senior Staff
70469,Tru,Miyakawa,1965-01-12,1990-09-03,9999-01-01,Senior Staff
70990,Arumugam,Nitta,1965-01-22,1990-03-23,9999-01-01,Senior Engineer
71066,Domenick,Basart,1965-01-27,1996-01-05,9999-01-01,Senior Staff
71141,Sajjad,Vitiello,1965-01-02,1992-02-17,9999-01-01,Senior Staff
71243,Kinh,Buchter,1965-01-10,1986-03-29,9999-01-01,Senior Engineer
71685,Kristinn,Olano,1965-01-01,1989-10-03,9999-01-01,Senior Engineer
72194,Feiyu,Siepmann,1965-01-26,1998-10-01,9999-01-01,Senior Engineer
73076,Froduald,Feldhoffer,1965-01-22,1993-03-16,9999-01-01,Senior Engineer
73233,Shigeo,Merey,1965-01-15,1985-07-30,9999-01-01,Senior Engineer
74200,Holgard,Weiland,1965-01-16,1991-09-24,9999-01-01,Senior Engineer
74668,Masako,Bonifati,1965-01-01,1987-04-09,9999-01-01,Senior Staff
74800,Yuuichi,Conde,1965-01-25,1989-03-08,9999-01-01,Senior Engineer
76201,Arif,Preusig,1965-01-10,1992-04-02,9999-01-01,Senior Engineer
77303,Xinglin,Birge,1965-01-18,1992-03-05,9999-01-01,Senior Staff
78871,Conor,Ghandeharizadeh,1965-01-15,1985-05-25,9999-01-01,Senior Engineer
79171,Guiseppe,Ellozy,1965-01-19,1991-01-12,9999-01-01,Senior Engineer
79310,Jeong,Cunliffe,1965-01-24,1996-10-27,9999-01-01,Senior Staff
79606,Arnd,Peir,1965-01-03,1986-12-11,9999-01-01,Senior Engineer
79895,Fei,Murtagh,1965-01-30,1986-01-19,9999-01-01,Senior Staff
80067,Kazuhisa,Weiland,1965-01-19,1985-11-09,9999-01-01,Senior Staff
80432,Stella,Figueira,1965-01-17,1990-03-14,9999-01-01,Senior Staff
80731,Shaowen,Eldridge,1965-01-25,1987-12-05,9999-01-01,Senior Staff
80850,Koldo,Luit,1965-02-01,1995-04-16,9999-01-01,Senior Engineer
80889,Shigeo,Linnainmaa,1965-01-07,1985-07-30,9999-01-01,Senior Engineer
81105,Jaewon,Boissier,1965-01-14,1992-05-24,9999-01-01,Senior Engineer
81995,Sreekrishna,Brender,1965-01-10,1990-03-22,9999-01-01,Senior Engineer
82069,Yechezkel,Perfilyeva,1965-01-20,1994-11-03,9999-01-01,Senior Engineer
82351,Stevo,Thambidurai,1965-01-26,1989-10-27,9999-01-01,Senior Staff
83280,Francesca,Ellozy,1965-01-07,1999-08-08,9999-01-01,Senior Engineer
83544,Leaf,Baak,1965-01-18,1994-09-05,9999-01-01,Senior Staff
83805,Manohar,Harllee,1965-01-23,1987-03-11,9999-01-01,Senior Engineer
84179,Shuichi,Nanard,1965-01-25,1989-03-14,9999-01-01,Senior Engineer
84236,Eberhardt,Barriga,1965-01-18,1987-06-04,9999-01-01,Senior Staff
84451,Shiv,Aumann,1965-01-20,1998-06-14,9999-01-01,Senior Engineer
85216,Ferdinand,Rosiles,1965-01-18,1997-07-08,9999-01-01,Senior Staff
85874,Pasqua,Taubman,1965-01-30,1986-06-23,9999-01-01,Senior Staff
86354,Ronghao,Segond,1965-01-27,1993-09-13,9999-01-01,Senior Engineer
86422,Jaewon,Thummel,1965-02-01,1985-09-14,9999-01-01,Senior Staff
87353,Quingbo,Coombs,1965-01-07,1999-01-17,9999-01-01,Senior Engineer
87729,Yongmin,Roccetti,1965-01-24,1986-12-10,9999-01-01,Senior Staff
87783,Conor,Thorensen,1965-01-26,1988-02-24,9999-01-01,Senior Engineer
88103,Goo,Bresenham,1965-01-09,1999-01-31,9999-01-01,Senior Staff
88958,Vojin,Coombs,1965-01-22,1995-07-23,9999-01-01,Senior Staff
89207,Along,Erol,1965-01-15,1992-10-16,9999-01-01,Senior Staff
89941,Arnould,Weedman,1965-01-23,1989-07-28,9999-01-01,Senior Staff
91415,Jamaludin,Nilsson,1965-01-04,1987-01-15,9999-01-01,Senior Staff
92685,Mang,Atchley,1965-01-26,1995-06-07,9999-01-01,Senior Staff
92841,Claude,Candan,1965-01-22,1993-08-04,9999-01-01,Senior Staff
92846,Anyuan,Kropatsch,1965-01-11,1986-09-05,9999-01-01,Senior Staff
92920,Huei,Hutter,1965-01-20,1993-01-28,9999-01-01,Senior Engineer
93040,Jaques,Kabayashi,1965-01-19,1992-03-13,9999-01-01,Senior Engineer
93220,Richara,Walston,1965-01-11,1996-08-27,9999-01-01,Senior Engineer
95314,Rasiah,Koblick,1965-01-22,1991-08-21,9999-01-01,Senior Staff
95920,Nobuyoshi,Hegner,1965-01-19,1994-09-07,9999-01-01,Senior Staff
96571,Kokou,Garrabrants,1965-01-13,1997-11-05,9999-01-01,Senior Engineer
96767,Arumugam,Vecchio,1965-01-07,1985-08-14,9999-01-01,Senior Engineer
97018,Jeanna,Chinen,1965-01-09,1989-01-01,9999-01-01,Senior Engineer
97623,Haldon,Janetzko,1965-01-25,1990-09-11,9999-01-01,Senior Staff
97661,Avishai,Hegner,1965-01-31,1993-05-08,9999-01-01,Senior Staff
98288,Sumali,Huttel,1965-01-12,1989-09-12,9999-01-01,Senior Staff
98306,Ziya,Kadhim,1965-01-16,1999-06-24,9999-01-01,Senior Engineer
99373,Xiaobin,Christianini,1965-01-13,1985-12-25,9999-01-01,Senior Staff
99377,Carrsten,Francisci,1965-01-18,1991-06-16,9999-01-01,Senior Engineer
99654,Mahendra,Motley,1965-01-30,1985-09-28,9999-01-01,Senior Staff
101487,Abdelaziz,Sury,1965-01-14,1991-01-31,9999-01-01,Senior Staff
101902,Mantis,Millington,1965-01-14,1991-03-18,9999-01-01,Senior Staff
103196,Djenana,Albarhamtoshy,1965-01-16,1988-07-16,9999-01-01,Senior Staff
103310,Visit,Swen,1965-01-07,1995-10-02,9999-01-01,Senior Staff
105520,Haldun,Lienhardt,1965-01-01,1987-01-29,9999-01-01,Senior Staff
106242,Nevio,Thisen,1965-02-01,1988-03-25,9999-01-01,Senior Staff
107486,Siamak,Luiz,1965-01-23,1987-02-11,9999-01-01,Senior Engineer
107737,Fabrizio,Chleq,1965-01-23,1999-07-31,9999-01-01,Senior Engineer
107792,Shahab,Crooks,1965-01-13,1992-03-18,9999-01-01,Senior Staff
107828,Ramya,Walston,1965-01-26,1989-02-03,9999-01-01,Senior Staff
108091,Hisao,Ghemri,1965-01-09,1985-11-14,9999-01-01,Senior Staff
108198,Randi,Samarati,1965-01-24,1992-10-20,9999-01-01,Senior Staff
108316,Shai,Stellhorn,1965-01-02,1992-05-21,9999-01-01,Senior Engineer
108988,Oksana,Baek,1965-01-19,1989-07-20,9999-01-01,Senior Staff
109062,Jamaludin,Kandlur,1965-02-01,1992-06-19,9999-01-01,Senior Engineer
109278,Bangqing,Schach,1965-01-21,1988-03-22,9999-01-01,Senior Staff
109598,Stamatina,Auyong,1965-02-01,1988-07-05,9999-01-01,Senior Staff
109741,Hatem,Fadgyas,1965-01-11,1991-11-13,9999-01-01,Senior Engineer
109953,Godehard,Chorvat,1965-01-26,1988-04-10,9999-01-01,Senior Staff
200267,Chuanti,Luff,1965-01-08,1994-09-21,9999-01-01,Senior Staff
200363,Kirk,Quaggetto,1965-01-10,1987-06-30,9999-01-01,Senior Engineer
200789,Susumu,Camurati,1965-01-14,1991-12-15,9999-01-01,Senior Staff
201708,Anneli,Perl,1965-01-15,1992-09-08,9999-01-01,Senior Staff
201709,Fan,Kakkad,1965-01-01,1988-02-25,9999-01-01,Senior Staff
202414,Zvonko,Murthy,1965-01-13,1992-01-07,9999-01-01,Senior Staff
202882,Isaac,Koshino,1965-01-25,1995-09-28,9999-01-01,Senior Engineer
202950,Giordano,Pietrzykowski,1965-01-17,1987-03-26,9999-01-01,Senior Staff
203474,Hugh,Jonsson,1965-01-03,1991-07-06,9999-01-01,Senior Staff
203720,Sasan,Thimonier,1965-01-30,1996-08-21,9999-01-01,Senior Staff
204133,Susuma,Bergere,1965-01-22,1996-02-25,9999-01-01,Senior Staff
204246,Arve,Worfolk,1965-01-09,1985-04-01,9999-01-01,Senior Staff
204425,Gretta,Huttel,1965-01-03,1990-10-08,9999-01-01,Senior Engineer
205500,Mary,Setiz,1965-01-04,1989-01-13,9999-01-01,Senior Engineer
205699,Youjian,Yetto,1965-01-31,1994-12-07,9999-01-01,Senior Staff
205789,Limsoon,Skafidas,1965-01-31,1999-08-10,9999-01-01,Senior Staff
205863,Aiichiro,Kusalik,1965-01-06,1990-10-04,9999-01-01,Senior Engineer
207068,Zhiguo,Ariola,1965-01-13,1994-09-07,9999-01-01,Senior Staff
207401,Shuji,Barbanera,1965-01-04,1987-08-10,9999-01-01,Senior Staff
207779,Chinya,Kamble,1965-01-16,1992-05-31,9999-01-01,Senior Staff
207980,Remko,Vieth,1965-01-07,1990-11-22,9999-01-01,Senior Staff
208147,Manu,Rothenberg,1965-01-09,1988-12-06,9999-01-01,Senior Engineer
208653,Phillip,Schade,1965-01-23,1989-03-03,9999-01-01,Senior Engineer
208784,Pranjal,Juneja,1965-01-30,1985-03-21,9999-01-01,Senior Engineer
209101,Xinyu,Edelhoff,1965-01-05,1997-10-26,9999-01-01,Senior Engineer
209443,Krassimir,Garnier,1965-01-19,1998-01-26,9999-01-01,Senior Staff
209565,Dante,Covnot,1965-01-09,1989-05-28,9999-01-01,Senior Staff
210017,Shalesh,Lovengreen,1965-01-28,1990-09-29,9999-01-01,Senior Staff
211967,Anwar,Bain,1965-01-07,1989-01-22,9999-01-01,Senior Engineer
212093,Leni,Henders,1965-01-11,1993-11-19,9999-01-01,Senior Staff
212154,Sailaja,Holburn,1965-01-17,1991-03-04,9999-01-01,Senior Staff
213447,Armond,Perly,1965-02-01,1989-09-14,9999-01-01,Senior Engineer
214215,Xiaoqiang,Cardazo,1965-01-25,1993-05-28,9999-01-01,Senior Staff
214391,Rayond,Klassen,1965-01-15,1993-09-11,9999-01-01,Senior Staff
214634,Shirish,Vickson,1965-01-12,1989-10-24,9999-01-01,Senior Engineer
214789,Arfst,Chepyzhov,1965-01-28,1989-02-06,9999-01-01,Senior Engineer
215629,Munehiro,Manders,1965-01-15,1987-05-18,9999-01-01,Senior Staff
215843,Pramod,Loncour,1965-01-30,1987-03-31,9999-01-01,Senior Staff
216054,Sahrah,Angiulli,1965-01-24,1986-07-31,9999-01-01,Senior Staff
216375,Byong,Gustavson,1965-01-16,1985-03-12,9999-01-01,Senior Engineer
216573,Ashish,Vidya,1965-01-29,1989-06-16,9999-01-01,Senior Engineer
217026,Otmar,Engberts,1965-01-11,1993-08-16,9999-01-01,Senior Staff
217080,Masami,Puoti,1965-01-12,2000-01-21,9999-01-01,Senior Engineer
217387,Jianhao,Molenaar,1965-01-21,1987-10-22,9999-01-01,Senior Engineer
217800,Shay,Servieres,1965-02-01,1998-08-06,9999-01-01,Senior Staff
218100,Jiong,Garnham,1965-01-24,1990-01-02,9999-01-01,Senior Staff
219967,Susanna,Reeken,1965-01-16,1998-03-16,9999-01-01,Senior Staff
220029,Demos,Asser,1965-01-17,1985-11-04,9999-01-01,Senior Engineer
220528,Sibyl,Rabehasaina,1965-01-06,1998-02-23,9999-01-01,Senior Staff
220582,Poornachandra,Zielinski,1965-01-08,1996-02-13,9999-01-01,Senior Staff
220611,Yuping,Babb,1965-01-23,1995-01-31,9999-01-01,Senior Staff
221367,Saddek,Farris,1965-01-13,1990-11-06,9999-01-01,Senior Staff
221973,Sangeeta,Kalefeld,1965-01-17,1990-06-06,9999-01-01,Senior Staff
222206,Stein,Uludag,1965-01-21,1988-01-30,9999-01-01,Senior Staff
222311,Miyeon,Billingsley,1965-01-20,1992-12-05,9999-01-01,Senior Engineer
222319,Matt,Chvatal,1965-01-20,1994-11-09,9999-01-01,Senior Engineer
222770,Kazuhiko,Kushner,1965-01-22,1995-08-01,9999-01-01,Senior Engineer
222926,Limsoon,Erol,1965-01-10,1997-12-31,9999-01-01,Senior Engineer
222998,Leaf,Awdeh,1965-01-07,1992-10-02,9999-01-01,Senior Staff
224390,True,Shobatake,1965-01-24,1996-05-17,9999-01-01,Senior Staff
224934,George,Miake,1965-01-05,1988-01-02,9999-01-01,Senior Staff
225438,Remmert,Quaggetto,1965-01-14,1992-04-28,9999-01-01,Senior Staff
225867,Ramalingam,Remmele,1965-01-26,1999-09-03,9999-01-01,Senior Engineer
226227,Herbert,Erva,1965-01-07,1986-09-06,9999-01-01,Senior Engineer
227901,Francesca,Azuma,1965-01-26,1996-06-08,9999-01-01,Senior Staff
228554,Bilhanan,Brendel,1965-01-03,1990-12-23,9999-01-01,Senior Staff
229098,Berry,Yurek,1965-01-08,1995-08-16,9999-01-01,Senior Staff
229547,Moni,Schach,1965-01-03,1986-07-04,9999-01-01,Senior Staff
230126,Bezalel,Radivojevic,1965-01-31,1988-07-02,9999-01-01,Senior Staff
230689,Dietrich,Crabtree,1965-01-14,1986-05-24,9999-01-01,Senior Staff
233114,Alselm,Gargeya,1965-01-20,1987-12-25,9999-01-01,Senior Engineer
233765,Kotesh,Chachaty,1965-01-20,1991-03-25,9999-01-01,Senior Engineer
234739,Foong,Aamodt,1965-01-31,1986-06-28,9999-01-01,Senior Engineer
235017,Irena,Dratva,1965-01-17,1991-09-07,9999-01-01,Senior Staff
235368,Anneli,Joslin,1965-01-09,1987-04-12,9999-01-01,Senior Engineer
235780,Sampalli,Bergere,1965-01-17,1994-04-08,9999-01-01,Senior Engineer
235793,Jayesh,Spinelli,1965-01-03,1999-01-16,9999-01-01,Senior Engineer
236566,Yechezkel,Maginnis,1965-01-17,1992-12-11,9999-01-01,Senior Staff
236827,Almudena,Rijckaert,1965-01-28,1994-02-16,9999-01-01,Senior Engineer
238422,Vishv,Angelov,1965-01-10,1988-03-08,9999-01-01,Senior Staff
238949,Minghong,Cronin,1965-01-09,1987-10-04,9999-01-01,Senior Staff
241254,Jagoda,Anguita,1965-01-15,1993-05-11,9999-01-01,Senior Engineer
242019,Herb,Murrill,1965-01-09,2001-10-28,9999-01-01,Senior Engineer
242104,Richara,Sudkamp,1965-01-05,1989-09-05,9999-01-01,Senior Staff
242500,Bingning,Iisaku,1965-01-08,1989-06-26,9999-01-01,Senior Staff
243018,Bowen,Deverell,1965-01-02,1998-12-27,9999-01-01,Senior Staff
243077,Kazunori,Perz,1965-02-01,1999-02-25,9999-01-01,Senior Engineer
243576,Abdulah,Lodder,1965-01-04,1996-11-10,9999-01-01,Senior Staff
244308,Mokhtar,Rebaine,1965-01-10,1991-07-23,9999-01-01,Senior Staff
244605,Masoud,Suwa,1965-01-22,1998-10-10,9999-01-01,Senior Staff
244624,Boaz,Seuren,1965-01-31,1987-03-27,9999-01-01,Senior Staff
244714,Poorav,Clouatre,1965-01-27,1996-05-06,9999-01-01,Senior Engineer
245396,Gift,Bottner,1965-01-31,1995-03-04,9999-01-01,Senior Staff
247447,Tzu,Bakhtari,1965-01-28,1994-03-18,9999-01-01,Senior Engineer
247875,Xiong,Anick,1965-01-02,1991-04-23,9999-01-01,Senior Staff
248351,Jaana,Milicia,1965-02-01,1985-06-02,9999-01-01,Senior Staff
249239,Hideyuki,Decleir,1965-01-21,1994-05-04,9999-01-01,Senior Engineer
249799,Jolita,Neimat,1965-01-04,1993-12-27,9999-01-01,Senior Engineer
249866,Steen,Gubsky,1965-01-15,1989-01-14,9999-01-01,Senior Staff
249969,Georgi,Luiz,1965-01-21,1991-06-10,9999-01-01,Senior Engineer
250411,Ranga,Sommen,1965-01-27,1989-01-20,9999-01-01,Senior Staff
250452,Alexius,Plavsic,1965-01-14,2000-01-17,9999-01-01,Senior Engineer
251166,Hinrich,Hooghiemstra,1965-01-22,1985-10-05,9999-01-01,Senior Staff
251233,Yucel,Bernini,1965-01-07,1993-02-19,9999-01-01,Senior Engineer
251301,Pintsang,Impagliazzo,1965-01-30,1989-05-06,9999-01-01,Senior Staff
251680,Moty,Sommen,1965-01-05,1990-08-14,9999-01-01,Senior Engineer
253893,Huiqun,Trystram,1965-01-04,1993-05-10,9999-01-01,Senior Engineer
255466,Huan,Roccetti,1965-01-18,1985-07-03,9999-01-01,Senior Engineer
257062,Stabislas,Pardalos,1965-01-24,1989-06-21,9999-01-01,Senior Engineer
257469,Anyuan,Hanratty,1965-01-22,1988-01-06,9999-01-01,Senior Staff
257484,Shaowei,Nicolson,1965-01-01,1986-12-07,9999-01-01,Senior Staff
258124,Mariusz,Zolotykh,1965-01-17,1990-07-28,9999-01-01,Senior Staff
258643,Przemyslawa,Esposito,1965-01-11,1992-02-27,9999-01-01,Senior Engineer
259237,Palash,Gammage,1965-01-27,1987-10-23,9999-01-01,Senior Staff
259273,Xiahua,Gomatam,1965-01-22,1989-12-01,9999-01-01,Senior Engineer
259611,Shuichi,Marrakchi,1965-01-27,1990-08-21,9999-01-01,Senior Staff
259619,Conal,Magliocco,1965-01-21,1992-05-09,9999-01-01,Senior Staff
260399,Hatem,Birsak,1965-01-30,1989-04-10,9999-01-01,Senior Staff
260408,Sasan,Brookner,1965-01-19,1996-09-03,9999-01-01,Senior Staff
261184,Masako,Kornatzky,1965-01-30,1987-08-29,9999-01-01,Senior Engineer
261662,Berni,Assaf,1965-01-11,1989-09-08,9999-01-01,Senior Staff
261737,Mark,Lindqvist,1965-01-23,1990-11-22,9999-01-01,Senior Engineer
261986,Gila,Ramsak,1965-01-21,1997-05-13,9999-01-01,Senior Engineer
261990,Volkmar,Czaja,1965-01-16,1992-04-01,9999-01-01,Senior Staff
